상품명,가격,url
애플 아이폰17 프로 휴대폰성지 시세표 아이폰사전예약 공짜휴대폰 핸드폰성지 온라인개통,100원,https://cr.shopping.naver.com/adcr?x=%2BsZ8CaLmmM9SFVYsMKRxvv%2F%2F%2Fw%3D%3DsROTRnq2%2By9m98jAAGl1jUSswU3bYAVcnLCMIB7uXE1wksXwEH1Ig1UJg2fSjEwkDbfef5VglmHILaOkSSKLibFsZOinTopHxyAyK2u%2FTy%2BjYsfDmngMDc30arSUbghlw%2FQUOJu4%2BL9kapXczqJZGtOJ6H%2Fh1p4lSdgqN%2Fg8KQex%2FaQEeFPLTTFfKm3gMFSLWHkmrnz7e3oOaLsOyYxXkwL26%2F6oQ1S9MulhtfX5bagfGuBuR6YT71%2BVAaHjM%2FBFJFHi6rTYjaZQArOyoAic8eFc51e296QaSAqNUYUa3VlplcJGFvnsTu5GpvPkbH7zjHUxCxdKpCzRRlsKyKLa7tgpTVcIVL%2Fi%2F4Ytp5wTgVeBYIHKyFzmzANdPPfPctN0GWdS0NG4AZjNeG5HanXrsweKmc%2FlV8%2BNQmY7%2BVTz4%2B69VXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv3R%2FNZdUvWY4pVxrNihit5q56%2BcSQ%2BeBrBDmXIDFYg6f%2F0X8gFBBhr6rnnTk5Nq2rHKiiqdnKb1fkKs%2Fh7KblWhIa%2FIDcyjh15RQN5IM5zaT42TnRLGSi5VDUavG5mZqSszvfzvpK%2FgGMQm%2F7cWt3NVfFrCseTa%2FI94sAKln8fWve6C%2FrV2LQ4hi54WVNYPszEvqnpx%2BA9yq%2FM1brb90XSauRwedCcTc1UJKdTYd1mDgc9YRAv3jhK1NOlZDgiNM2zUEZjr%2BYTjcTi2yVWpcNuMcu%2BYqblPpn43ZKD5t0czsH06V%2BPytyWvw7uomdfo2ScKR3YKlD9qGAl6gX9HvZO7oGGsg6DGsNYX3g%2FD6DhBWOS1x%2BW4rFA%2B0%2BfEYskBy1VaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=52686328578&catId=50001519
아이폰 16e 128GB [자급제],"최저948,900원",https://cr.shopping.naver.com/adcr?x=O8zGjC5Q64oQBPMVI9Uj6f%2F%2F%2Fw%3D%3Ds2jT9N5QAyjsf06WK35ZS%2BAR3WuCDdevYKTrC7Qxu%2FGJyoYErd7Wx1dfdVO6hh7qV5FN0HMMlHa7Dtqr8lwbsjcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEhmeWtJmvw8M90EK%2Bzy5a114nEdwofithSFzlLG8az9Dk%2FxZcQIw%2FsFSkzyYVI4RJIk7uNvEAL%2BEcmclsT2kPbblIRP%2BZOH7CveIqcMav0VExGrCVcWZxUYVdjs%2FHfLzanAKf8C291BuVeZpLynUOGBCGSQdcrj%2BZJHLmJxgT%2FbtkL5JdTHDItRySe25wAAG1IafjBUyUrBTw96cbvd9OkTokh7KNEkkbwBBKOUFOEEraflFaXBXyCzcFGAmQuamK%2B0XOXKaedx2qvSzkECSU0yI28QDIftdPo5sZ73mZF1TsUcVM6k%2BqgP40yyATM%2Bb4QbVgN24KwiU1TzVS2CQ72kBeJNzypmmTj65VFllWzZ2PT1Nj3AUkHIPH7%2Fz4WNDywSW3JzQiiEORedg7nqqIzggWSrtKHf1eD%2BGnkDj0dq%2F6C0XXk8ySaOQ0OaLzzIxFCT6y7j486V0S64MuRU%2BJmpvC5HjUbEvHeSfNuAwOJG7LVWGr8fvvH1mWvUgXPK6j&nvMid=53120926544&catId=50001519
아이폰 15프로 256GB Apple 미개봉,"574,000원",https://cr.shopping.naver.com/adcr?x=i1Jm3uunJSl7aui889udJv%2F%2F%2Fw%3D%3Dsbuvcp5sRvsh0olwAKdo%2Bd9cl4INIlaiNpl3eIG09Zz1yoYErd7Wx1dfdVO6hh7qVomPkvGmlApVtxoWBwD4vS8KdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF1xpWXXZID2trzlaD3iV8TuPsT%2FxSjpUJFdlZfyHQtivweL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFn4nkKZrnZoqHEJLr8hsCiAMksYqFkYuVeRxrjK85%2Figm3YF4d2Z0hp2fi1LRvOyuLLH28tcazhLaZ%2BslhJrXlcjBoBHHtZIpDNlz8ArzFgWYGver5E58ukKnoJgO2i7e4wuYyWG%2FowaqGHspO8Apljib6u4ycOc8IRuQ7Zhwm1rJeIPYd%2FI%2FekJqteNwsU05BPUx9Bkv03H1dkb0%2B1oKAUk1Dh%2FhVnxlw0E1WPqVZ7RJM%2FtqwYhqZVHismIo9hYfR7ojQqbAkd2X7vzU7WPKBDObtF5glDCKgaZDRTZzIA%2BDG554kJfPE%2BSUp9tUm1kTBq7h9PA5SrIXrcWPClBGWw%3D%3D&nvMid=89180114844&catId=50000249
아이폰 16 프로 맥스 256GB [자급제],"최저1,826,000원",https://cr.shopping.naver.com/adcr?x=F89b4NUsbBAAcIOKvhbxjP%2F%2F%2Fw%3D%3DsOrsgomMePA%2BkFS03mA9D7vA2U%2BsIbVlYyYbfjNQBRVDxTAJR5s3V3RheLYZrm3hT2vPaB7x4SAjmYMxnv4whAmg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUQlG88JdT4Wf0zM%2BjZEk5p9sHPIVch1P4jUXascQaYSmhxqUsJJZLmlLSsgEI%2BaA2334rL%2BbR36BhYe0R%2FrUmjkI1yUrC8vID%2FKz%2F8c89qMvM%2BjyYHBauUoUJmEtAikKiY2ZxuAuvSW7ZwIsaDJftz694IFlqpi2PXO88uXmhtpGOCUY%2F2cZMS8BZjAxb%2FsTWtWdzvBx2p8K%2FermWgxtxkgez%2FY8eSma9aMvarLWce5uJrpMddNRXPK%2By1qEKXEXJ8GZbsEYKiPIORxfqfxCblUqNGnYP2mQGFwl2o9AJeRPL%2FwrU5jKJQbNaMC5e8KX7g%2B6a829KlBinlsjY5BvzygtK%2FlJjOKzlJV2IEBfprxGgld0VhQhWKORjhvxxNeaY7WImOpI485J2fHlvWgEcHg9Uv7%2BuXk8s9e0jSRo%2Fw%2BTS%2FdmyPcVs3Fg0ny1YSGz6mbgx%2BJfc2db0PrJoEXSW0I5bNpjyZu8aL7yCO3hASYvC0hiHfmfzmAI0X1cC502KqaNGIg5VfeLo6uSAHBxLJNQsBT0PvSNxj7eDXggPRwZqQC9hxrCS4fZ6zUrDXWFDQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=53599522661&catId=50001519
아이폰16프로맥스 256G 애플 미개봉 새상품,"992,000원",https://cr.shopping.naver.com/adcr?x=IBomj2DLOAYnVo3Xwdko9%2F%2F%2F%2Fw%3D%3DsQi%2F3fKZowGF89ngugIwgdwyD9VYpd3AlnEwP8ScK%2BsRyoYErd7Wx1dfdVO6hh7qVtVeh1KtNrLDJi9v%2BMPrfycKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF1aWiVvjxnU%2B%2Bj5cHxVEQC%2FPsT%2FxSjpUJFdlZfyHQtivweL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFClV6w5UIcD7iElKPt4xFA6bw4D8hyESl1bS%2BNrdUNCPP7yby5lWZA686mf2dglqWzNkTSpHA0MweXJzCyjK%2F8BUWLVGBwyNE6stB0bAheIp5PGzBKmO2aXL3EEnbZDKYsdzrUT2C74UyydfYhQMxwEEdjCNY%2Fcc3LpVqlgGuGlPL9%2Fbs%2FkpMg%2BLfH1I4%2BD6HbOJEpyFE%2Ft7cEbAgiUS3%2BQKtcPgPRpJKva0J8Am9cZcx8MSOUYMBhbrQdE2XcZeJki9GFbPXZ7z3nXrJ6BGSqYf4d9YKCE9xAL0LeYnPwcZ8Loi7dxhbUdm%2BmzAsc7tTb1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=89602360063&catId=50001519
아이폰 15 128GB Apple 미개봉 새상품,"190,000원",https://cr.shopping.naver.com/adcr?x=1FdRYedK9rHc136Djqm7wf%2F%2F%2Fw%3D%3DsUm2X87npZyntd79q9mRdBk%2FFZ4mJzbybm4D0R6Ucz3DxTAJR5s3V3RheLYZrm3hTkg3qVmQrQpv2N6TAfKNW5Wg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUQlG88JdT4Wf0zM%2BjZEk5p9sHPIVch1P4jUXascQaYSmhxqUsJJZLmlLSsgEI%2BaA2RL6iu0rN9ANYEXkZX8p%2BoSEm%2FeWMmjv1VUimPr%2BbdY4R5e3jksZSRPWNGSFHkEfQyZW29S%2FxmJTeeLuiskIaAQSsuJVqkvCUm54YYnYiEnOKx7G3krbJiQXzryuwwOqJ32zDIurXrRVoIN%2Bij8CL%2FXGd8IzKumeUM3owWwIgqnddrU9gBvTOY8XVxGgpGxxdfJ1O68c2WuoLAW2UhH7sF1ijdiC3wcfXng6FTah5boxW%2B9MTi6DnMgSXAqQ83li50xFkdtIOJ6cI5qgSdST9uZ1f97U2jd6OPtEX73hNNJzm3eyD8FXR%2FU4cyJZmmw%2F3AdLI0FKPkrObd%2BvdESgJRz9hPN36qByREJLF%2FEZR%2Fl4pN1YOqTGAJ5l0LCUaDQ%2B7Y0lkgUxu6qSpjd9hKq90FDR08IOmiMIFO1%2Fbnn8YbAVqQC9hxrCS4fZ6zUrDXWFDQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=88646726618&catId=50001519
해외아이폰se 아이폰se1 공기계 모두의애플 se1 골드 WIFI 16GB,"116,500원",https://cr.shopping.naver.com/adcr?x=I26%2B%2F4%2Bc48miYGOp%2FpoBNf%2F%2F%2Fw%3D%3DsiirUxTaVuDUkfuPponGbSvHimAaKskcftkvaFYDsV8VyoYErd7Wx1dfdVO6hh7qVgGblfIGLtsxdkt67Tf%2F6ecKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF1hi0pLwAgtnkt5HNVqPmIGPsT%2FxSjpUJFdlZfyHQtivweL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFClV6w5UIcD7iElKPt4xFA6CkGyfW0UOIF7tVAEMcXKoxV13zJQi1K9pSiaKRyja3RKVv%2FgjW3odzmR3dfINL%2FHeKSnPhW%2BKOGqpvs00EMpd5PGzBKmO2aXL3EEnbZDKYYeromDpQBWarELZwkz8Sjol1HVaIoLvESPVGBZnem8%2FsDrc954igZYYI2tKPAiQmFehb6ay0%2BgFHLkErC2EA5Izzg%2BJY68t6M6wQddkR%2Fo7ryT%2FhrgqHO%2FbGvZCQDKB9UuEruQp%2BVmiVxJ0bWCQu7Et%2FwURTSvqbvLepw4Mvcgabi%2BSMxlJW4mGFgxbDNNs7RywcfzenC54XxH2lWVNekW9TZjqEQTAbFzUBl8432wvhVEAf6wwM5tqtSh0bB5Hx&nvMid=89679698641&catId=50000249
아이폰 14프로 128GB 애플 미개봉 정품 새상품,"390,000원",https://cr.shopping.naver.com/adcr?x=NjzMO5p44x4iPlnx0peSpf%2F%2F%2Fw%3D%3DsW7WiHarIDeJ4YQgTk522S2ch65iXhFurqR2SEVE6aAXxTAJR5s3V3RheLYZrm3hTh87RXtS%2B0CZ%2Br0piGiPfWmg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUQlG88JdT4Wf0zM%2BjZEk5p9sHPIVch1P4jUXascQaYSmhxqUsJJZLmlLSsgEI%2BaA2RL6iu0rN9ANYEXkZX8p%2BoSEm%2FeWMmjv1VUimPr%2BbdY6TCDj0SvsAkHiAT2wR5l3GyZW29S%2FxmJTeeLuiskIaAQSsuJVqkvCUm54YYnYiEnOKx7G3krbJiQXzryuwwOqJ3ZoUn6CxekePhwbHj3qw3jh3QaJOHe8s2Q7Oext6kChdrU9gBvTOY8XVxGgpGxxdda8WDi3QxurQmuKnUee1tIAvha7gvXRpjZ5jgkAGAwdW%2B9MTi6DnMgSXAqQ83li5TUqn12bSnwQKehMlpHjEcuV%2BG5oFpRAWkjCXy0ogGSc6p%2FpzLQHi7w%2BuhEqJuCCjdHbpyZfKB6m5anE3u8zDTYdQaDX7L%2F7jBMpX6mBnacSRRTCLjrxvrDBQE%2FsNwMc%2Bie%2BOStS3PJb4q8UqU3vw8Ua4%2FzQDy2nMmo1EwHEwb85lBClD%2FsVaRP1c2zVC6XZS11SkXvPxCFL9O%2FobcETkVA1QmAmnoJRdq4K9btjkCM0%3D&nvMid=88900413396&catId=50001519
[대여] 아이폰15 프로 맥스 렌탈 무보증금 무서류 카메라 캠코더 휴대폰 스마트폰 최소3일,"19,000원",https://cr.shopping.naver.com/adcr?x=mfo46%2B8yTXPWUZDWbKx0RP%2F%2F%2Fw%3D%3DsTuxgIU8vDzsUASm7pQllRePUSptw2MGaKD9Sj%2FJyARfxTAJR5s3V3RheLYZrm3hT%2BlO7pfA%2BOlwLNSHsd1wMkmg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUQlG88JdT4Wf0zM%2BjZEk5p9sHPIVch1P4jUXascQaYSmhxqUsJJZLmlLSsgEI%2BaA2RL6iu0rN9ANYEXkZX8p%2BoSEm%2FeWMmjv1VUimPr%2BbdY65PxSkhbqu9bvBnip2oXvqFcijZqnbWeAcNT29TSz04ac4qsaagY5tFJ3MNkqRCtolXTdy6Sn%2F2yromYu89VyUUbmTA3MJJM8d3zlj%2F5BvbRLRelyHqWP7R%2BqOeK%2B3WX9XfqiCwBtPYYwEdSt6i2JANVM4JwvTGG2txvpLsUa6FoLT7oGLOKeXQJBPv54vja9ZA%2FNR1XalNo2KfANKJPN%2BXzvJvs0kQjeVZqQ2ds3%2BuOxmC6CYjQr5dFqDqesCwJP4ki9ajDaisHoMKyOJWc%2FQBjiCuCejg73PTeEStmSzUso5fSYI5tMClWLVMjoaS9T2VjvzV7xEeS6%2FwFAxSvzXAflbTlzCLiEBiJLQRjQGyJUjHqxr%2FBJdmK1h%2BcN4tfTagHVwZ0rq7ic5NqYG%2Bgy2sQocLEGGa0wsleHc2pFkrUubuCA1rMwZ7OgRoQeYNh3vOiKxfaMg%2Bot%2FxsItjyAwUTssPO%2FQ8pH%2FQdMcgYLV4MtVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=87157022559&catId=50000249
애플 아이폰 14 프로 256GB 새제품 미개봉,"664,000원",https://cr.shopping.naver.com/adcr?x=WwiU9TUidGiAzhZsfLGbLP%2F%2F%2Fw%3D%3Ds9gQJ7cyABz16VkvaVq%2B5YR92LlplRQ2HlcqEPTcLG8rxTAJR5s3V3RheLYZrm3hT3fWmipsajZnizFTd0vmgh2g6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUQlG88JdT4Wf0zM%2BjZEk5p9sHPIVch1P4jUXascQaYSmhxqUsJJZLmlLSsgEI%2BaA2RL6iu0rN9ANYEXkZX8p%2BoSEm%2FeWMmjv1VUimPr%2BbdY4u8TUpBu5YmCvL2ySGdeREyZW29S%2FxmJTeeLuiskIaAQSsuJVqkvCUm54YYnYiEnOKx7G3krbJiQXzryuwwOqJhDN%2FYZ3KYZ6kvmQZsAyMvqy09RopNKtYIZWSuf%2FioILHvY%2FUzN94OzIr5wG3PfiAs1z6i%2F6nJ%2FEASJyYjW1QIkpdPlDSyHEItxO6JgGYxhqKqlKvy042cgqEN3oNYZa7HIVGZ6AjBbrkJoVCl0LLyES%2BJqJ4kX7Na%2BMj5G6o9NVQsd9DrtCwrHJC57dD3KlA6Ns0a7Ycg%2FMm3UrxSPyhG9qst1RCmoTIQ02DzNle%2Fx0phM4Xkqwer6KAYBzWkB5ni8ZL%2FpTA%2B1GeYTBrapn5IhpQczVk8jH2hXefSXBgjqh3wpvu9oAzdzD7%2FYcDWFMizY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=89711759342&catId=50001519
아이폰 15프로맥스 256GB Apple 미개봉 새상품,"682,000원",https://cr.shopping.naver.com/adcr?x=mU8iNuXZlJs1CfUjVfPKDP%2F%2F%2Fw%3D%3DsIRNTGFgWBR%2Byo1Anlxcd3dzhK5e4C1PEQ8BTrpLhXJ7xTAJR5s3V3RheLYZrm3hTPwQPmPD8Y2XOgaNzj5FDLGg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUQlG88JdT4Wf0zM%2BjZEk5p9sHPIVch1P4jUXascQaYSmhxqUsJJZLmlLSsgEI%2BaA2RL6iu0rN9ANYEXkZX8p%2BoSEm%2FeWMmjv1VUimPr%2BbdY46YZPsTySZ9y41Dh53RbkbyZW29S%2FxmJTeeLuiskIaAQSsuJVqkvCUm54YYnYiEnOKx7G3krbJiQXzryuwwOqJSPtUMCc1aygKgW91ITxntO3nEumEaOZ3C2913xDr%2FjxdrU9gBvTOY8XVxGgpGxxdfJ1O68c2WuoLAW2UhH7sF52RtOSpb7T54t%2BJqo7CPilW%2B9MTi6DnMgSXAqQ83li5FaVB5McY3o56dSVFsqccJXaSxcjpcFfPuH2keSWRmNf8A%2FRagQjZzKzCQE1fycoWXZ76KJZClTaLoisbxYrSEDujSRstlQXworXhV69%2BqrIFyjkC%2BlI5yKA2PJ%2FFJzTYKxS3FslmUrpnGZoP9HsELCZk7fR6DuCBD%2ByUUuoBzFq2r0tUGbbfYFz009V2sOTXA35CyMrpXQUt3%2FJvHupy5s1ITc7NlRPvorKrNyQBKaY%3D&nvMid=88646419517&catId=50001519
해외아이폰 5s 세컨폰 스페이스그레이 공기계 16GB 풀박스 언락폰,"70,300원",https://cr.shopping.naver.com/adcr?x=IZbWaZOk%2Fh7XIyRIyiHHG%2F%2F%2F%2Fw%3D%3Ds7o3mYcILSIIW3hCmpszaIBIexUjHlXPnVDJvO9KYsv5yoYErd7Wx1dfdVO6hh7qVbbRaea77AkZ98v1rxc9h1sKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF02rfyFfrxG1NQ6rqzP5pwzPsT%2FxSjpUJFdlZfyHQtivweL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFi47EMMpRt3ltkchRbN6TM3RloXzsOJ8B0H0vzMrL%2FxKRid9ggNd5qbZCfJ6KEHzELLH28tcazhLaZ%2BslhJrXlaIcwsFxNCNfiwMaLppX%2FTSYGver5E58ukKnoJgO2i7eN8NlfGYS2ZvSlq%2FhIwfC%2FtDVtxGpsGYSOOiRUUt4X9EUEIi2p7n%2FQ7qqWICZb92dskUyuIOxlurbD7qZeA42jGQbVeREKeRnzvF85OIHxzQxUy%2FBqXG49xbAM%2FXrJlgSIAWgbV%2FXI18oElP6Ee0zabEKHCxBhmtMLJXh3NqRZK2jiXxTIkjtmHNuNKWrJ1vH0fLn8NepMxp258dshhIV2s7a80m1vwK7YybjKzXiGq%2FLVWGr8fvvH1mWvUgXPK6j&nvMid=87669722009&catId=50000249
아이폰 15 프로 128GB [자급제],"최저1,289,740원",https://cr.shopping.naver.com/adcr?x=EGHEnSJl6zyMG7%2Bni%2F07%2FP%2F%2F%2Fw%3D%3DsJ%2BBY7uZGKHJJOALmY6sK1EvNyzDJ9z8ZsZ%2Bfd9fkomdyoYErd7Wx1dfdVO6hh7qVM6VIzYIoXYwvzfSxgqwAUsKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEhmeWtJmvw8M90EK%2Bzy5a114nEdwofithSFzlLG8az9A%2FzQQwhv%2BbfFdK4VRc3yODIk7uNvEAL%2BEcmclsT2kPbblIRP%2BZOH7CveIqcMav0VExGrCVcWZxUYVdjs%2FHfLzanAKf8C291BuVeZpLynUOGBCGSQdcrj%2BZJHLmJxgT%2FbtkL5JdTHDItRySe25wAAG1imk6eDJvUs40TFuVER9KmDokh7KNEkkbwBBKOUFOEEozj6zPDboThK1w3Gm066Xd9yozgSmKu%2FSJmYRi4w%2BT%2BSI28QDIftdPo5sZ73mZF1RE23oETAfIPiEiCuydkEzSKTx%2F%2BJa8w7bs%2BzLDnAfSaSLkdKvOGEI4xa5d1nG8Ze9OjdzAmgxcdeo6nuQvHjmfVwTBC%2B8A6PS4vTRhGuY8FU0XlsG8S60mDVTzpa1Q3sqdSlPOZBN6V54TTL6u%2FzFs6QzW2aOREf%2FZjDniToyJyTzFlNBqX1G6IOsm5bNLq%2BIDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=53599845443&catId=50001519
"애플 아이폰12미니 공기계 IPHONE12 MINI 64GB 휴대폰,알뜰폰","235,000원",https://cr.shopping.naver.com/adcr?x=lZdj892NRTgbPFjB0mPI3%2F%2F%2F%2Fw%3D%3DsT%2BMcSC49AhxmxEpybp%2FPuLWNMO1J%2BoVIOb22GV8RM%2F1yoYErd7Wx1dfdVO6hh7qVg4t5hsELkAxhaNnzwuBgZcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekE68782SChmG207Z5C5A7SfXABmSof2fs%2BGG572psF%2BOV2OyeDpNRF0eSM8oPY733oUoWnBOJU79K4X3hESedzmXgsn9%2BLmL41Lv4tdOu%2FIAGLUEHfc7s5F4iXVrNGZI4UWvqG8%2BU5Fm%2FJkPTb1Ro4avy6JnmLLtIPpGYchnXHE4OoSHBy44cRMqoQBY5LarL5yZW29S%2FxmJTeeLuiskIaAQSsuJVqkvCUm54YYnYiEnOKx7G3krbJiQXzryuwwOqJtvlzXGrpjCA9xMBUXFAA%2FdxXu6gXnlW29RDuafXqkBTHvY%2FUzN94OzIr5wG3PfiASwwphUhOnjGUXnWlAxwF%2BbrNjvxcL3hgeVRmEPl2vpGKqlKvy042cgqEN3oNYZa77AblolatHQzbQRVHIXwJxQ%2FIMHM8xe7pbpsG4sXAFsZCEecmZcpMJwHzvmZE20AxDvTkuBaImoZEOOVYZRqI4j2PAjbTslExZmio5JEZonV31Wigbj0n0ur%2BZT5fCKGosQocLEGGa0wsleHc2pFkragg3TyzLNCOB2Nt0lVF2KB9h4eKXvbGJ5CIP0u2sPPtA35CyMrpXQUt3%2FJvHupy5s1ITc7NlRPvorKrNyQBKaY%3D&nvMid=29627734665&catId=50000249
애플 아이폰13mini 미니 128GB 스타라이트 자급제,"619,000원",https://cr.shopping.naver.com/adcr?x=xALfeOs2OfJ%2B1KUFE7VfOf%2F%2F%2Fw%3D%3Dsk%2FrQNApwl3mQuRcqpUxa3H%2FBTAfgKTIn6u%2Bdu3iqHR1yoYErd7Wx1dfdVO6hh7qV26df5mz%2F1ztRVB4urFBR9MKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF3chTMK58deL4%2FFARhm2eRajglGP9nGTEvAWYwMW%2F7E1rVnc7wcdqfCv3q5loMbcZIHs%2F2PHkpmvWjL2qy1nHubCRqjF9zGaF0ARH7K8wAMpiDFFAGJAMdDG5p619JZiL9drU9gBvTOY8XVxGgpGxxd2Ui8NH2bLKLQXIzyCcY537pM5xF4%2F%2BrYuQ1DDdJecNH4aIVrZfEssa%2F5DM9RdTldEOpq7n4U6ZJxQyRCI%2B7U%2FR1JTvYhkMww40ebWFHyytihTsiu%2BNhRRH%2FmN0NTfLR6qoPrmFTFB61l860TKYMK9CvdZ6ywOgV5a9UNuI5ywsUlCTD2bMwK9KrcAMZvAWq4cg1428xUWJt9B41vQjulVTtfHV9vHQJFr2QMiJjodVOXWJ3JqfbBZ0ndh0q4ne4makAvYcawkuH2es1Kw11hQ0HQIiXcF4qwUXZ2sX76wW8%3D&nvMid=87091267964&catId=50001519
해외아이폰se1세대 학생폰 iPhone 카메라 공기계 골드 세컨폰,"39,130원",https://cr.shopping.naver.com/adcr?x=GkydGMKZnTdkeOjXjzYJa%2F%2F%2F%2Fw%3D%3DsLo7Ek93phWDtM2KbLzxiUz7UrYrJMKSledZEpa62Sw5yoYErd7Wx1dfdVO6hh7qVwNBXxBKI788HRu%2F46AsZAcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEoTS0xngLQ2UmHIYQR%2BJAXIFHRim0lncwXkPj%2FCIv64wYNM%2FB%2B06PxN7tNe3SzN1bsZalodXRbBJFJ%2FE%2FiZx6QZEHsJEMpauiQ7Pkn0b%2Fbv9grldjH40LD2%2BREP67dnvIPsT%2FxSjpUJFdlZfyHQtivweL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFClV6w5UIcD7iElKPt4xFAxWwrpnkD%2FbWALtKrcOjb3tXfqiCwBtPYYwEdSt6i2JA5K91mq7vuQERtHxUoDNIEUO1Rz7SrRd3XL8YophZJV0%2BqWy7zBYJI%2Biyrxc53lD7iZ%2BPsYUEi%2BimFs6Dv1ZY69pFqTfN7n5bqB6%2Fri6lDONf%2B%2FCMixVoFr4nAjR%2FwdGkjMZZIR8%2F8X8AzaTJAv0vxhxbpXtjR7S5Bk7sa1Lz2zPue7QF%2F7Lue5Bfsr7bX%2FbkKYTOF5KsHq%2BigGAc1pAeZ6VGQc2GdiDmnxniBrSGNHpufoAh3%2BrJzZX5Dkj48C2VbCLjWqVH7%2BJJaZlmSFGNGAau4fTwOUqyF63FjwpQRls%3D&nvMid=54578691968&catId=50000249
